arc_coordinate,relative_angle_deg,active,facet_length,active_length,average_penetration,maximum_penetration,integrated_normal_force_kn,average_pressure_mpa
-65.2264878943936,-12.457341562699698,0,1.5974441086477675,0.0,0.0,0.0,0.0,0.0
-63.629041898969604,-12.152251850906799,0,1.5974441077420825,0.0,0.0,0.0,0.0,0.0
-62.03159590544036,-11.84716213947577,0,1.597444104857995,0.0,0.0,0.0,0.0,0.0
-60.43414991777869,-11.542072429165367,0,1.5974440960067076,0.0,0.0,0.0,0.0,0.0
-58.83670394781993,-11.236982722235968,0,1.5974440694528491,0.0,0.0,0.0,0.0,0.0
-57.23925802955128,-10.931893025178656,1,1.5974439926263153,1.5974439926263153,1.633296164982312e-08,3.266592329964624e-08,0.0010687237959852245,0.6690211368400867
-55.64181225772522,-10.626803356089818,1,1.5974437765692309,1.5974437765692309,1.7385900719091293e-08,3.477180143818259e-08,0.0016635823839690098,1.0414027763417266
-54.044366889147,-10.321713764015644,1,1.5974431861329637,1.5974431861329637,1.235608237948327e-08,2.4712164758966537e-08,0.0017524432418876247,1.0970300897710672
-52.44692259429256,-10.016624377007606,1,1.597441629129824,1.597441629129824,1.3995787639942135e-08,2.7991575279884273e-08,0.0019267327857976086,1.2061365815583258
-50.84948108476208,-9.711535521957261,1,1.5974376155044943,1.5974376155044943,6.949619546503527e-09,1.3899239093007054e-08,0.0020594105500163174,1.2891962290282777
-49.252046562772556,-9.406448001428934,1,1.5974276540977228,1.5974276540977228,8.869989187587635e-09,1.773997837517527e-08,0.002190647353708687,1.3713593527000967
-47.6546290564178,-9.101363730647467,1,1.5974035843550445,1.5974035843550445,2.457596792737604e-09,4.915193585475208e-09,0.0023124973411346853,1.4476600426988284
-46.05725177578339,-8.796287142412682,1,1.5973472029424134,1.5973472029424134,3.797936187766027e-09,7.595872375532053e-09,0.0024283946131642507,1.5202672335050236
-44.45996647966099,-8.491228121925625,1,1.597219615982934,1.597219615982934,4.1444536691415124e-10,8.288907338283025e-10,0.002538180690310545,1.5891244165246121
-42.862885929782294,-8.186208205090683,1,1.5969377119055346,1.5969377119055346,9.377458809467498e-10,1.8754917618934996e-09,0.0026423533935804678,1.6546377318796601
-41.266245740742576,-7.881272390980865,1,1.5963388974243498,1.5963388974243498,0.0,0.0,0.0027409846044884984,1.7170442998732938
-39.670523818305625,-7.576511952873733,1,1.5951011851969417,1.5951011851969417,1.0214762369287199e-10,1.879243427538313e-10,0.0028338354494187607,1.7765866364577219
-38.07665604741697,-7.272105631627584,1,1.5926306074229213,1.5926306074229213,3.154809746774845e-12,6.30961949354969e-12,0.002919997407877884,1.833442980606037
-36.48639708407204,-6.968388541852538,1,1.587883595499224,1.587883595499224,2.8421709430404007e-12,5.6843418860808015e-12,0.0029974115408468944,1.8876771252898552
-34.90291769397178,-6.665966255190223,1,1.5790715082956541,1.5790715082956541,3.112177182629239e-11,6.224354365258478e-11,0.0030621164060429256,1.9391879278146007
-33.33163199785911,-6.365872792535118,1,1.5634962916216466,1.5634962916216466,2.1032064978498962e-11,4.206412995699793e-11,0.0031077045673363773,1.9876635358777148
-31.781184308721055,-6.0697590960570444,1,1.5373956349008755,1.5373956349008755,6.255618245631922e-11,1.2511236491263844e-10,0.0031249271167545067,2.032610894563902
-30.2642662860098,-5.780049094161428,1,1.4964371768210205,1.4964371768210205,5.7497118177707314e-11,1.1499423635541461e-10,0.0031028242008869834,2.0734744157309137
-28.797613303385816,-5.499939007779333,1,1.4368658636328777,1.4368658636328777,0.0,0.0,0.003031738273407336,2.109966107582295
-27.400207650781017,-5.233054187239402,1,1.3579429088909403,1.3579429088909403,2.2953372535994276e-10,3.411742000025697e-10,0.002909028863648136,2.1422320810408735
-26.08987461862391,-4.982799012242127,1,1.2627210640193132,1.2627210640193132,3.2656544135534205e-11,6.531308827106841e-11,0.0027411913188469237,2.1708605304496587
-24.87944806256337,-4.751624568666046,1,1.1581303968369348,1.1581303968369348,7.829612513887696e-10,1.5659225027775392e-09,0.0025439330346526587,2.196586016221147
-23.774388761940912,-4.540573788541562,1,1.051986946271673,1.051986946271673,6.104130534367869e-10,1.2208261068735737e-09,0.0023352137546850064,2.219812482427841
-22.773141213356052,-4.349349592602454,1,0.9505072143423604,0.9505072143423604,4.3843328967341217e-10,8.768665793468244e-10,0.0021300058279979848,2.2409149513627824
-21.868596490126002,-4.176594275862751,1,0.8585815415323299,0.8585815415323299,1.7208776625921018e-09,1.8181935956818052e-09,0.0019403370544011911,2.259933344173959
-21.050748305925637,-4.020396778405688,1,0.7771143165813911,0.7771143165813911,0.0,0.0,0.0017693220110528778,2.276784732053727
-20.30924674597747,-3.878780412114366,1,0.7058884232068338,0.7058884232068338,4.73031036563043e-09,9.46062073126086e-09,0.001617798022086545,2.291860822333547
-19.633860914107792,-3.7497912197508168,1,0.6448829535327985,0.6448829535327985,3.329802211737842e-09,6.659604423475685e-09,0.0014865888808463857,2.3052072825038294
-19.015415444584605,-3.6316768355419327,1,0.5920077652945277,0.5920077652945277,7.813099500708631e-09,1.5626199001417262e-08,0.001371715712596676,2.3170569594036294
-18.4460138519019,-3.5229291418461117,1,0.5467952483270789,0.5467952483270789,7.214765673779766e-09,1.4429531347559532e-08,0.0012726928387550099,2.3275491925886627
-17.91920125080617,-3.4223153463891314,1,0.5068298179031031,0.5068298179031031,6.062947477403213e-09,1.2125894954806427e-08,0.0011844447642713333,2.336967404900747
-17.429397322013163,-3.3287696866932457,1,0.4727779304847063,0.4727779304847063,6.794721230107825e-09,1.358944246021565e-08,0.0011089137426578395,2.34552772275336
-16.97158983149958,-3.241334896573566,1,0.44283696141410883,0.44283696141410883,7.529109780080034e-09,1.505821956016007e-08,0.0010420784787574602,2.35318767302033
-16.541818184290502,-3.1592545581086813,1,0.41670625930015665,0.41670625930015665,5.624173127216636e-09,1.1248346254433272e-08,0.0009834619639722743,2.360084452832467
-16.137040016626347,-3.081947622621365,1,0.3928500144598223,0.3928500144598223,1.4529234704241391e-08,2.905846940848278e-08,0.0009296782143806282,2.366496576712507
-15.754271370988437,-3.0088441962047288,1,0.37268722478161664,0.37268722478161664,1.4027932593307924e-08,2.8055865186615847e-08,0.0008841387149745783,2.37233437634643
-15.391125921824944,-2.939488524249893,1,0.3536036291115057,0.3536036291115057,5.169624728296185e-09,1.033924945659237e-08,0.0008407527999814247,2.377670167282986
-15.045697392031965,-2.8735165346480707,1,0.3372533922463257,0.3372533922463257,8.884114777174545e-09,1.776822955434909e-08,0.0008035844839261797,2.3827321011474107
-14.715906172394,-2.810531051295646,1,0.3223290137667143,0.3223290137667143,0.0,0.0,0.0007695014024380681,2.3873165913478545
-14.400376886508681,-2.750269396648961,1,0.30872952887690774,0.30872952887690774,4.770583927893314e-10,9.541167855786625e-10,0.0007383633691649697,2.391618877050661
-14.097833985071162,-2.6924879587355868,1,0.2963562483248348,0.2963562483248348,3.525144620653009e-10,7.050289241306018e-10,0.0007099676211001881,2.395655988740941
-13.807099072613038,-2.6369616805990668,1,0.2851135538111018,0.2851135538111018,0.0,0.0,0.000684116473539642,2.399452654547929
-13.52708753367553,-2.583483415945459,1,0.27490950371522865,0.27490950371522865,7.445947858286673e-09,1.297098606301006e-08,0.0006606146944456914,2.403026034087219
-13.256824831253411,-2.531867041916834,1,0.2656158828348164,0.2656158828348164,3.4568756746011786e-09,6.913751349202357e-09,0.0006391522140152092,2.4063026924210362
-12.995866632930486,-2.4820276972726956,1,0.25630049734037214,0.25630049734037214,6.477449687736225e-09,1.295489937547245e-08,0.0006175529048495935,2.4094877351309663
-12.74342090503291,-2.4338141147238987,1,0.24859094354799757,0.24859094354799757,1.1319770010231881e-08,1.9030665043828776e-08,0.0005997386888360835,2.4125524457019765
-12.498533896273667,-2.3870441411922725,1,0.24118306036347356,0.24118306036347356,0.0,0.0,0.0005825364441658997,2.415329017253498
-12.260949819607347,-2.34166892495063,1,0.23398508054302147,0.23398508054302147,7.172928917498211e-09,1.4345857834996423e-08,0.0005657884615820189,2.4180535796084257
-12.030042319665046,-2.2975688409352597,1,0.22782990793615052,0.22782990793615052,6.9634324972867034e-09,1.3926864994573407e-08,0.0005514903775929247,2.4206232736901256
-11.805368984426945,-2.254659394674356,1,0.22151675203256185,0.22151675203256185,7.557048320450122e-10,1.5114096640900243e-09,0.000536747606628071,2.423056503415921
-11.58660794744275,-2.212879114204024,1,0.216005312237589,0.216005312237589,9.140592283074511e-09,1.0388362170488108e-08,0.0005239077090358038,2.425439002442431
-11.37315860459962,-2.172113292588183,1,0.2108933644402765,0.2108933644402765,1.9811636775557417e-09,3.9623273551114835e-09,0.0005119700253661033,2.4276251020268087
-11.164946508538343,-2.1323477114285705,1,0.20553081932028033,0.20553081932028033,3.277364157838747e-09,6.554728315677494e-09,0.0004993941712490485,2.429777553072654
-10.961602172647211,-2.093511803980396,1,0.20115784467403144,0.20115784467403144,1.1817320455520532e-08,1.3417434274742845e-08,0.0004891922481398946,2.4318825295260638
-10.76255438386191,-2.0554964765843655,1,0.196937725591999,0.196937725591999,1.306318608840229e-09,2.612637217680458e-09,0.0004793033892109743,2.4337814797554813
-10.567920620109827,-2.0183241658718964,1,0.19232979508255135,0.19232979508255135,2.5844713036349276e-09,5.168942607269855e-09,0.00046845184102956185,2.435669631054793
